name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;potential;value_euro;wage_euro;preferred_foot
C. Valencia;Carmelo Enrique Valencia Chaverra;7/13/1984;34;172.72;69.9;ST;Colombia;70;70;1100000;3000;Right
Eber Bessa;Éber Henrique Ferreira de Bessa;3/21/1992;26;167.64;72.1;RW,CAM,CM;Brazil;70;71;2100000;5000;Right
N. Ninković;Nikola  Ninković;12/19/1994;24;182.88;78;CAM,CF;Serbia;70;75;2400000;3000;Left
Fábio Cardoso;Fábio Rafael Rodrigues Cardoso;4/19/1994;24;187.96;81.2;CB;Portugal;70;77;2100000;3000;Right
P. Bartolomei;Paolo Bartolomei;8/21/1989;29;182.88;76.2;CM;Italy;70;70;1800000;3000;Right
N. Dovedan;Nikola Dovedan;7/6/1994;24;170.18;71.2;ST,CAM;Austria;70;74;2400000;8000;Right
A. Engin;Ahmet Engin;8/9/1996;22;154.94;69.9;RM,LM,ST;Germany;70;82;3200000;4000;Right
O. Nguette;Opa N'Guette;7/8/1994;24;182.88;76.2;LW,RW;Senegal;70;75;2400000;5000;Right
O. Lewicki;Oscar Lewicki;7/14/1992;26;170.18;68;CDM,CM;Sweden;70;72;1800000;4000;Right
M. El Kabir;Moestafa El Kabir;10/5/1988;30;175.26;83.9;ST,LM;Morocco;70;70;1800000;14000;Right
L. Villalba;Lucas Villalba;8/19/1994;24;152.4;73;LB;Argentina;70;75;2000000;9000;Left
J. Vanlerberghe;Jordi Vanlerberghe;6/27/1996;22;190.5;84.8;CDM,CB,CM;Belgium;70;77;2100000;10000;Right
F. Falco;Filippo Falco;2/11/1992;27;170.18;69.9;CAM,RW;Italy;70;70;1900000;3000;Left
M. Franke;Marcel Franke;4/5/1993;25;193.04;89.8;CB;Germany;70;74;1900000;14000;Right
C. Nyman;Christoffer Nyman;10/5/1992;26;185.42;82.1;ST;Sweden;70;73;2300000;5000;Right
E. Imorou;Emmanuel Imorou;9/16/1988;30;154.94;78;LB;Benin;70;70;1300000;12000;Left
M. Ardemagni;Matteo Carlo Ardemagni;3/26/1987;31;185.42;83;ST;Italy;70;70;1600000;3000;Right
M. Matvienko;Mykola Matviyenko;5/2/1996;22;182.88;73.9;LB;Ukraine;70;80;2500000;1000;Left
G. Díaz;Gastón Díaz;3/13/1988;30;175.26;74.8;RB,RM;Argentina;70;70;1300000;8000;Right
I. Plastun;Igor Plastun;8/20/1990;28;193.04;79.8;CB;Ukraine;70;71;1700000;11000;Right
P. Cuadra;Pablo Cuadra;6/6/1995;23;165.1;62.1;ST,LM;Argentina;70;79;2800000;11000;Right
T. Kister;Tim Kister;12/30/1986;32;193.04;93;CB;Germany;70;70;1200000;4000;Right
S. Aigner;Stefan Aigner;8/20/1987;31;182.88;73;ST,RM;Germany;70;70;1700000;6000;Right
C. Oliveira Souza;Cauly Oliveira Souza;9/15/1995;23;172.72;68;RM,LM;Brazil;70;79;2700000;5000;Right
G. Gimbert;Ghislain Gimbert;8/7/1985;33;182.88;79.8;ST,LW;France;70;70;1400000;5000;Right
Z. Bakkali;Zakaria Bakkali;1/26/1996;23;167.64;69.9;LM,RM,CF;Belgium;70;76;2400000;10000;Right
K. N'Doram;Kévin N'Doram;1/22/1996;23;185.42;77.1;CDM;France;70;79;2400000;24000;Right
Alef;Alef dos Santos Saldanha;1/28/1995;24;185.42;74.8;CDM,CM;Brazil;70;76;2100000;1000;Right
Javi Lara;Javier Lara Grande;12/4/1985;33;152.4;73;CM,CDM,CAM,LM;Spain;70;70;1300000;6000;Right
T. Hubočan;Tomáš Hubočan;9/17/1985;33;182.88;69.9;CB,LB;Slovakia;70;70;1000000;20000;Right
D. Fisher;Darnell Fisher;4/4/1994;24;175.26;69.9;RB;England;70;74;1900000;7000;Right
S. Martínez;Sebastián Martínez Muñoz;7/6/1993;25;175.26;68;CM,CDM;Chile;70;73;2200000;6000;Right
G. Gómez;Gabriel Enrique Gómez Girón;5/29/1984;34;182.88;82.1;CDM;Panama;70;70;550000;1000;Right
Javi Varas;Javier Varas Herrera;9/10/1982;36;182.88;73.9;GK;Spain;70;70;425000;6000;Right
Nilson Padilho;Nilson Leôncio Padilho Borges;2/29/1988;31;182.88;81.2;CAM;Brazil;70;70;1700000;10000;Left
M. Seuntjens;Mats Seuntjens;4/17/1992;26;187.96;81.2;ST,CAM,LW,RW;Netherlands;70;72;2200000;10000;Right
F. Mercado;Feiver Mercado;6/1/1990;28;175.26;73.9;ST;Colombia;70;70;1800000;2000;Left
M. Duelund;Mikkel Duelund;6/29/1997;21;154.94;69.9;RW,LW,CM;Denmark;70;78;2600000;1000;Right
J. Onguéné;Jérôme Junior Onguéné;12/22/1997;21;185.42;77.1;CB;Cameroon;70;82;2800000;12000;Right
B. Röcker;Benedikt Röcker;11/19/1989;29;198.12;92.1;CB;Germany;70;71;1600000;14000;Left
C. Bovo;Cesare Bovo;1/14/1983;36;154.94;78.9;CB;Italy;70;70;425000;2000;Right
E. Godoy;Erik Godoy;8/16/1993;25;182.88;78.9;CB;Argentina;70;77;2100000;6000;Right
F. Aristeguieta;Fernando Aristeguieta;4/9/1992;26;187.96;83.9;ST;Venezuela;70;73;2200000;2000;Right
K. Kanatsızkuş;Kubilay Kanatsızkuş;3/28/1997;21;190.5;78.9;ST;Turkey;70;77;2600000;8000;Left
E. Videla;Ezequiel Videla Greppi;1/15/1988;31;175.26;73;CM,CDM;Argentina;70;70;1600000;7000;Right
Mama Baldé;Mama Samba Baldé;11/6/1995;23;154.94;74.8;RW,RB;Guinea Bissau;70;78;2600000;7000;Right
P. Álvarez;Pablo Sebastián  Valeira Álvarez;4/17/1984;34;152.4;79.8;LB;Argentina;70;70;500000;9000;Right
L. Cattermole;Lee  Cattermole;3/21/1988;30;152.4;76.2;CDM,CM;England;70;70;1300000;8000;Right
N. Colazo;Nicolás Colazo;7/8/1990;28;175.26;71.2;LW,LB,CM,LM;Argentina;70;70;1900000;14000;Left
J. García;Javier Hernán García;1/29/1987;32;182.88;77.1;GK;Argentina;70;70;1100000;8000;Right
S. Iacoponi;Simone Iacoponi;4/30/1987;31;154.94;73;RB,CB;Italy;70;70;1200000;20000;Right
R. Lenis;Reinaldo Lenis Montes;7/20/1992;26;154.94;69.9;RM,LM,RW;Colombia;70;71;2100000;8000;Right
D. Williams;Derrick  Williams;1/17/1993;26;154.94;74.8;LB,CB;Republic of Ireland;70;72;1800000;20000;Left
B. Urribarri;Bruno Saúl Urribarri;11/6/1986;32;175.26;64.9;LB;Argentina;70;70;1200000;8000;Left
K. Ehizibue;Kingsley Ehizibue;5/25/1995;23;187.96;82.1;RB;Netherlands;70;75;2000000;5000;Right
S. Delev;Spas Delev;9/22/1989;29;170.18;68;RM;Bulgaria;70;70;1800000;5000;Right
S. Kaya;Semih Kaya;2/24/1991;28;182.88;82.1;CB;Turkey;70;72;1700000;25000;Right
J. Dahlin;Johan Dahlin;9/8/1986;32;190.5;89.8;GK;Sweden;70;70;1100000;3000;Right
V. Huerta;Valber Roberto Huerta Jeréz;8/26/1993;25;185.42;79.8;CB;Chile;70;73;1900000;5000;Left
R. Alioui;Rachid Alioui;6/18/1992;26;185.42;82.1;ST;Morocco;70;71;2100000;12000;Right
Gus Ledes;Luís Gustavo Ledes Evangelista dos Santos;9/28/1992;26;172.72;69.9;CDM,CM;Portugal;70;73;1900000;6000;Left
V. Demarconnay;Vincent De Marconnay;4/5/1983;35;154.94;73;GK;France;70;70;425000;3000;Right
J. San Román;José Ignacio San Román Canciani;8/17/1988;30;172.72;69.9;RB;Argentina;70;70;1300000;7000;Right
J. Murillo;Jhon Murillo;11/21/1995;23;170.18;66.2;RM,ST;Venezuela;70;79;2700000;3000;Right
D. Aleksić;Danijel Aleksić;4/30/1991;27;182.88;74.8;CAM,CM,CF;Serbia;70;71;2000000;9000;Left
F. Acuña;Francisco Javier Acuña Víctor;1/19/1988;31;167.64;58.1;RM,CAM;Mexico;70;70;1700000;5000;Right
C. Traoré;Cheick Omar Traoré;3/31/1995;23;175.26;76.2;RB,RWB;France;70;78;2200000;10000;Right
C. Mandanne;Christophe Mandanne;2/7/1985;34;170.18;69.9;ST;France;70;70;1100000;5000;Right
E. Arango;Estéfano Arango González;1/18/1994;25;170.18;63;RM;Colombia;70;73;2300000;2000;Right
H. Menosse;Jorge Hernán Menosse Acosta;4/28/1987;31;185.42;77.1;CB;Uruguay;70;70;1200000;5000;Right
N. Dyer;Nathan Dyer;11/29/1987;31;167.64;62.1;RM,RW,LM;England;70;70;1700000;16000;Right
J. Lewis;Jamal Lewis;1/25/1998;21;152.4;69.9;LB;Northern Ireland;70;82;2800000;10000;Left
Lucas João;Lucas Eduardo Santos João;9/4/1993;25;193.04;79.8;ST,LM,RM;Portugal;70;73;2300000;15000;Right
Gabriel Xavier;Gabriel Augusto Xavier;7/15/1993;25;167.64;60.8;CAM,ST;Brazil;70;74;2300000;5000;Right
C. Coosemans;Colin Coosemans;8/3/1992;26;185.42;83.9;GK;Belgium;70;73;1600000;8000;Right
Bóveda;Eneko Bóveda Altube;12/14/1988;30;154.94;77.1;RB,CB;Spain;70;70;1300000;6000;Right
M. Bani;Mattia Bani;12/10/1993;25;187.96;78;CB;Italy;70;75;2000000;8000;Right
Derley;Vanderley Dias Marinho;12/29/1987;31;182.88;76.2;ST;Brazil;70;70;1700000;8000;Right
M. García;Ariel Matías García;10/22/1991;27;175.26;71.2;LM,CM,LB;Argentina;70;70;1900000;7000;Left
J. Domínguez;Julio César Domínguez Juárez;11/8/1987;31;175.26;73;CB,RB;Mexico;70;70;1300000;13000;Right
M. Pajač;Marko Pajač;5/11/1993;25;185.42;68.9;LM,LB,CAM;Croatia;70;72;2200000;16000;Left
Sevinho Santos;Severino Pedro Santos Hermes;2/29/1988;31;154.94;74.8;ST,CF;Brazil;70;70;1700000;17000;Right
D. Sow;Djibril Sow;2/6/1997;22;182.88;77.1;CM;Switzerland;70;80;2800000;9000;Right
Philipe Sampaio;Philipe Sampaio Azevedo;11/11/1994;24;190.5;83;CB;Brazil;70;77;2100000;6000;Right
R. Coly;Racine Coly;12/8/1995;23;185.42;69.9;LB;Senegal;70;77;2100000;13000;Left
J. Williams;Jonathan Williams;10/9/1993;25;167.64;59.9;CAM,CM;Wales;70;74;2300000;7000;Right
B. Ketkeophomphone;Billy Ketkeophomphone;3/24/1990;28;154.94;71.2;ST,RM,RW;France;70;70;1800000;5000;Right
A. Costa;Alberto Facundo Costa;1/9/1985;34;175.26;74.8;CM,CAM,CDM;Argentina;70;70;1000000;7000;Left
Xisco;Francisco Jiménez Tejada;6/26/1986;32;187.96;76.2;ST;Spain;70;70;1400000;7000;Right
T. Buffel;Thomas Buffel;2/19/1981;38;175.26;69.9;RM,LM;Belgium;70;70;600000;7000;Right
S. Luperto;Sebastiano Luperto;9/6/1996;22;190.5;74.8;CB;Italy;70;80;2500000;19000;Left
J. Van Rankin;José Carlos Van Rankin Galland;5/14/1993;25;152.4;69.9;RB,RWB;Mexico;70;74;1900000;10000;Right
Lasure;Daniel Lasure Briz;2/27/1994;25;175.26;72.1;LB,LWB,LM;Spain;70;74;1900000;5000;Left
I. Atiemwen;Iyayi Believe Atiemwen;1/24/1996;23;154.94;79.8;CAM,LW,LM,ST;Nigeria;70;77;2500000;1000;Right
J. Bacuna;Juninho Bacuna;8/7/1997;21;152.4;73.9;CM,CDM;Netherlands;70;77;2500000;18000;Right
G. Kerk;Gyrano Kerk;12/2/1995;23;175.26;68;ST;Netherlands;70;75;2400000;10000;Right
C. Chávez;Cristian Chávez;6/4/1987;31;170.18;66.2;ST,LW,RW;Argentina;70;70;1600000;8000;Right
X. Kouassi;Xavier Laglais Kouassi;12/28/1989;29;172.72;68;CDM,CM;Ivory Coast;70;70;1400000;16000;Right
Nino;Juan Francisco Martínez Modesto;6/10/1980;38;170.18;68;ST,RM;Spain;70;70;625000;4000;Right
M. George;Mayron Antonio George Clayton;10/23/1993;25;187.96;79.8;ST,RW;Costa Rica;70;75;2400000;12000;Right
J. Obita;Jordan Obita;12/8/1993;25;154.94;73.9;LB,LWB;England;70;75;2000000;15000;Left
J. Robinson;Jack Robinson;9/1/1993;25;154.94;67.1;LB,CB;England;70;75;2000000;20000;Left
M. Formica;Mauro Abel Fórmica;4/4/1988;30;152.4;69.9;CAM,ST,RM;Argentina;70;70;1700000;11000;Right
J. Cortés;Javier Cortés Granados;7/20/1989;29;170.18;77.1;CM,RM;Mexico;70;70;1800000;12000;Right
Iriome;Iriome González González;6/22/1987;31;185.42;78.9;RM,RW;Spain;70;70;1600000;6000;Right
G. Obertan;Gabriel Obertan;2/26/1989;30;185.42;83;RM,LM;France;70;70;1700000;9000;Right
Luan Sendeiro;Luan Vágner Sendeiro Zanon;2/29/1992;27;154.94;78;CDM;Brazil;70;70;1500000;13000;Right
E. Triverio;Enrique Luis Triverio;12/31/1988;30;182.88;79.8;ST;Argentina;70;70;1800000;15000;Right
L. Evans;Lee Evans;7/24/1994;24;185.42;88;CM,CDM;Wales;70;75;2300000;24000;Right
Y. Touzghar;Yoann Touzghar;11/29/1986;32;152.4;74.8;ST;Tunisia;70;70;1600000;6000;Right
A. Farrell;Andrew Farrell;4/3/1992;26;154.94;74.8;RB;United States;70;71;1700000;5000;Right
J. Rivierez;Jonathan Rivierez;5/18/1989;29;182.88;82.1;RB,CB,LB;France;70;70;1300000;5000;Right
S. Logan;Shaleum Logan;1/29/1988;31;175.26;72.1;RB,RWB;England;70;70;1300000;5000;Right
Marc Cardona;Marc Cardona Rovira;7/8/1995;23;182.88;68;ST,LM;Spain;70;79;2800000;57000;Right
Marlinito Dias;Marlon Rômulo Dias Cavalcanti;2/29/1984;35;187.96;83.9;CDM,CB;Brazil;70;70;550000;14000;Right
O. Shevchenko;Oleksiy Shevchenko;2/24/1992;27;187.96;81.2;GK;Ukraine;70;72;1500000;1000;Right
N. Viola;Benito Nicolas Viola;10/12/1989;29;154.94;77.1;CM,CDM;Italy;70;70;1800000;4000;Left
L. Tomlin;Lee Tomlin;1/12/1989;30;154.94;73.9;CAM,LM;England;70;70;1700000;25000;Right
F. Ben Mustapha;Farouk Ben Mustapha;7/1/1989;29;193.04;82.1;GK;Tunisia;70;72;1400000;14000;Right
I. Saadi;Idriss Saadi;2/8/1992;27;154.94;84.8;ST;Algeria;70;71;2100000;12000;Right
P. Huntington;Paul Huntington;9/17/1987;31;190.5;79.8;CB;England;70;70;1300000;8000;Right
M. Cash;Matty Cash;8/7/1997;21;152.4;64;LM,RM;England;70;81;3100000;19000;Right
B. Nieuwkoop;Bart Nieuwkoop;3/7/1996;23;154.94;74.8;RB;Netherlands;70;75;2000000;6000;Right
Mauro Júnior;Mauro Jaqueson J. Ferreira Santos;5/6/1999;19;170.18;62.1;CAM,RW;Brazil;70;82;3100000;4000;Left
Jean Cléber;Jean Cléber Santos da Silva;4/29/1990;28;154.94;79.8;CM,CDM;Brazil;70;70;1800000;7000;Right
Ruiz de Galarreta;Iñigo Ruiz de Galarreta Etxeberria;8/6/1993;25;175.26;68.9;CM,CDM,CAM,RM;Spain;70;75;2300000;6000;Right
António Filipe;António Filipe Norinho de Carvalho;4/14/1985;33;187.96;81.2;GK;Portugal;70;70;900000;5000;Right
C. Hudson-Odoi;Callum Hudson-Odoi;11/7/2000;18;152.4;74.8;LW,CAM,RW;England;70;87;3500000;25000;Right
S. Yatabaré;Sambou Yatabaré;3/2/1989;30;190.5;83;CM,CDM,RM;Mali;70;70;1700000;8000;Right
B. Capon;Brecht Capon;4/22/1988;30;154.94;72.1;RM,RWB,RB;Belgium;70;70;1700000;9000;Right
Breno Bemposta;Breno Evandro Bemposta Dimas;2/29/1984;35;175.26;78;CDM,CM;Brazil;70;70;550000;11000;Right
M. Dos Santos;Mauro Dos Santos;7/7/1989;29;182.88;78.9;CB;Argentina;70;70;1400000;6000;Right
A. Balić;Andrija Balić;8/11/1997;21;154.94;69.9;CM,CDM;Croatia;70;77;2500000;11000;Right
R. Rúnarsson;Rúnar Alex Rúnarsson;2/18/1995;24;185.42;76.2;GK;Iceland;70;78;2000000;5000;Right
G. Espinoza;Gonzalo Alejandro Espinoza Toledo;4/9/1990;28;152.4;77.1;CM,CDM;Chile;70;70;1800000;8000;Right
V. Sielis;Valentinos Sielis;3/21/1990;28;187.96;94.8;CB,CDM;Cyprus;70;70;1400000;4000;Left
N. Leguizamón;Nicolás Leguizamón;1/26/1995;24;154.94;74.8;ST;Argentina;70;76;2500000;8000;Right
K. Dowell;Kieran Dowell;10/10/1997;21;185.42;79.8;CAM;England;70;83;3400000;31000;Left
O. Burke;Oliver Burke;4/7/1997;21;187.96;84.8;RM,ST;Scotland;70;81;3100000;14000;Right
C. Fuentes;César Nicolás Fuentes González;4/12/1993;25;170.18;73.9;CDM,CM;Chile;70;74;1900000;6000;Right
R. Kurzawa;Rafał Kurzawa;1/29/1993;26;182.88;73;LM;Poland;70;71;2100000;10000;Left
J. Madueña;José Antonio Madueña López;5/29/1990;28;152.4;78;RB;Mexico;70;70;1400000;13000;Right
A. Mabil;Awer Mabil;9/15/1995;23;152.4;73;RW;Australia;70;78;2600000;12000;Right
M. Mostefa;Mehdi Mostefa Sbaa;8/30/1983;35;154.94;82.1;CDM,CM;Algeria;70;70;550000;4000;Right
J. Meneses;Jean David Meneses Villarroel;3/16/1993;25;162.56;58.1;RW,RM,LM;Chile;70;72;2200000;17000;Right
Oriol Riera;Oriol Riera Magem;7/3/1986;32;182.88;78;ST;Spain;70;70;1600000;6000;Right
L. Venuti;Lorenzo Venuti;4/12/1995;23;175.26;66.2;RB,LB;Italy;70;75;2000000;21000;Right
A. Caci;Anthony Caci;7/1/1997;21;182.88;69.9;CB,LWB,LB;France;70;81;2700000;7000;Right
J. Gillet;Jean-François Gillet;5/31/1979;39;154.94;86.2;GK;Belgium;70;70;120000;4000;Left
A. Espino;Alfonso Espino;1/5/1992;27;172.72;69.9;LB;Uruguay;70;71;1700000;6000;Left
J. Campuzano;Jorman Campuzano;4/30/1996;22;152.4;69.9;CDM;Colombia;70;82;2800000;10000;Right
F. Holland;Fabian Holland;7/11/1990;28;172.72;73.9;LB;Germany;70;70;1500000;10000;Left
M. Kone;Moussa Kone;2/12/1990;29;154.94;71.2;CM,CDM;Ivory Coast;70;70;1800000;9000;Right
J. Marveaux;Joris Marveaux;8/15/1982;36;152.4;72.1;CDM,CM;France;70;70;425000;3000;Right
Germán;Germán Sánchez Barahona;10/31/1986;32;187.96;82.1;CB;Spain;70;70;1200000;5000;Right
T. Hiariej;Tom Hiariej;7/25/1988;30;152.4;73.9;CDM;Netherlands;70;70;1400000;2000;Right
R. Nissen Kristensen;Rasmus Nissen Kristensen;7/11/1997;21;185.42;69.9;RB;Denmark;70;78;2200000;6000;Right
O. González;Osvaldo Alexis González Sepúlveda;8/10/1984;34;182.88;78.9;CB;Chile;70;70;725000;12000;Right
D. Cvetinović;Dušan Cvetinović;12/24/1988;30;185.42;78.9;CB;Serbia;70;70;1400000;4000;Right
T. Bunbury;Teal  Bunbury;2/17/1990;29;187.96;78;ST;United States;70;70;1800000;6000;Right
M. Robak;Marcin Robak;11/29/1982;36;182.88;78;ST;Poland;70;70;825000;4000;Right
M. Pospíšil;Martin  Pospíšil;6/26/1991;27;152.4;68;CAM,CM;Czech Republic;70;71;2000000;6000;Right
N. Leali;Nicola Leali;2/17/1993;26;193.04;82.1;GK;Italy;70;73;1600000;2000;Right
G. Kagelmacher;Gary Kagelmacher;4/21/1988;30;182.88;78;CB,RB;Uruguay;70;70;1300000;8000;Right
K. Andrić;Komnen Andrić;7/1/1995;23;187.96;84.8;ST;Serbia;70;74;2400000;1000;Right
M. Svanberg;Mattias Svanberg;1/5/1999;20;185.42;77.1;CM,RM;Sweden;70;85;3800000;8000;Right
Jorge Sáenz;Jorge Sáenz de Miera;11/17/1996;22;193.04;74.8;CB;Spain;70;80;2500000;4000;Right
B. Behrendt;Brian Behrendt;10/24/1991;27;187.96;84.8;CB,CDM;Germany;70;72;1800000;8000;Right
F. Hasani;Ferhan Hasani;6/18/1990;28;187.96;74.8;CAM;FYR Macedonia;70;70;1800000;13000;Right
Paulo Henrique;Paulo Henrique Carneiro Filho;3/13/1989;29;185.42;79.8;ST,LW;Brazil;70;70;1800000;12000;Right
Nolaskoain;Peru Nolaskoain Esnal;10/25/1998;20;185.42;79.8;CB,CM,CAM;Spain;70;81;2600000;5000;Right
Jordi Mboula;Jordi Mboula Queralt;3/16/1999;19;182.88;73.9;RW,RM;Spain;70;85;3800000;17000;Right
Jailson Oliva;Jailson Pietro Oliva Chiamulera;2/29/1992;27;170.18;64.9;RB;Brazil;70;70;1500000;16000;Right
C. Espinoza;Cristian Omar Espinoza;4/3/1995;23;167.64;69.9;RM,RW,ST,LM;Argentina;70;77;2500000;14000;Right
Raphael Paneira;Raphael William Paneira Rochedo;2/29/1988;31;182.88;78;RW,CAM;Brazil;70;70;1700000;17000;Right
J. Windass;Josh Windass;1/9/1994;25;175.26;68;CAM,LM,ST;England;70;73;2300000;24000;Right
Christian Fernández;Christian Fernández Salas;10/15/1985;33;182.88;77.1;CB,LB;Spain;70;70;1000000;6000;Left
Vinicius Trieiro;Vinicius Lúcio Trieiro Lobato;2/29/1992;27;152.4;73;RB;Brazil;70;70;1500000;11000;Right
B. Cufré;Braian Cufré;12/15/1996;22;152.4;82.1;LB;Argentina;70;81;2700000;6000;Left
F. Picault;Fafà Picault;2/23/1991;28;172.72;64;LW,CF,RM,RW;United States;70;70;1900000;5000;Right
B. Guillaume;Baptiste Guillaume;6/16/1995;23;187.96;77.1;ST;Belgium;70;76;2500000;12000;Right
P. Arajuuri;Paulus Arajuuri;6/15/1988;30;193.04;92.1;CB;Finland;70;70;1300000;14000;Right
R. Maiello;Raffaele Maiello;7/10/1991;27;152.4;73;CM,CDM;Italy;70;70;1900000;10000;Right
Park Joo Ho;박주호 朴柱昊;1/16/1987;32;175.26;71.2;CM,LB;Korea Republic;70;70;1500000;5000;Left
I. Akhmetov;Ilzat Akhmetov;12/31/1997;21;172.72;67.1;CAM,CM;Russia;70;82;3200000;1000;Right
C. N'Doye;Cheikh N'Doye;3/29/1986;32;193.04;89.8;CM,CDM;Senegal;70;70;1300000;16000;Right
S. Hogan;Scott Hogan;4/13/1992;26;154.94;64;ST;Republic of Ireland;70;72;2200000;12000;Right
L. Benegas;Leandro Iván Benegas;11/27/1988;30;154.94;78;ST,LW;Argentina;70;70;1800000;8000;Left
R. Braña;Rodrigo Braña;3/7/1979;40;167.64;72.1;CDM,CM;Argentina;70;70;120000;6000;Right
Ricardo Lopes;Ricardo Lopes Pereira;10/28/1990;28;182.88;78;LM,RM,CM;Brazil;70;70;1900000;7000;Left
L. Desábato;Leandro Desábato;3/30/1990;28;175.26;76.2;CDM;Argentina;70;70;1400000;5000;Right
A. Mühling;Alexander Mühling;9/5/1992;26;185.42;83.9;CM,CAM;Germany;70;72;2100000;7000;Right
M. Olivera;Mathías Olivera Miramontes;10/31/1997;21;182.88;78;LB;Uruguay;70;80;2500000;8000;Left
Renaldo Justinho;Renaldo Lorenzo Justinho Neves;2/29/1984;35;154.94;73.9;CAM,LM;Brazil;70;70;900000;12000;Left
C. Adam;Charlie Adam;12/10/1985;33;185.42;83;CM,CDM;Scotland;70;70;1300000;23000;Left
R. Windbichler;Richard Windbichler;4/2/1991;27;182.88;72.1;CB,CDM;Austria;70;72;1700000;5000;Right
M. D'Alessandro;Marco D'Alessandro;2/17/1991;28;172.72;64.9;LM,RM,RW;Italy;70;70;1900000;14000;Right
G. Larsonneur;Gautier Larsonneur;2/23/1997;22;154.94;68.9;GK;France;70;81;2400000;2000;Right
D. Moreno;Didier Andrés Moreno Asprilla;9/15/1991;27;152.4;71.2;CDM,CM;Colombia;70;73;1800000;2000;Right
Lee Jae Sung;이재성 李在成;7/5/1988;30;187.96;74.8;CB;Korea Republic;70;70;1400000;4000;Right
E. Saveljich;Esteban Ariel Saveljich;5/2/1991;27;185.42;79.8;CB;Montenegro;70;73;1800000;12000;Right
R. Hassan;Rilwan Hassan;2/9/1991;28;172.72;64;RW,CM,RM;Nigeria;70;70;1900000;14000;Right
J. Sánchez;James Amilkar Sánchez Altamiranda;5/4/1988;30;152.4;77.1;CDM,CAM;Colombia;70;70;1300000;2000;Right
N. Carreño;Nicolás Carreño Suárez;7/24/1993;25;175.26;76.2;LB;Colombia;70;75;2000000;1000;Left
P. Jagne;Pa Modou Jagne;12/26/1989;29;175.26;78.9;LB,LM;Gambia;70;70;1400000;9000;Left
G. Peñalba;Gabriel Martín Peñalba;9/23/1984;34;193.04;89.8;CM,CDM,CAM;Argentina;70;70;1000000;7000;Right
M. Cafaro;Mathieu Cafaro;3/25/1997;21;170.18;59.9;LM,CAM;France;70;82;3200000;8000;Right
F. De Paul;Fernando Carlos De Paul Lanciotti;4/25/1991;27;182.88;83.9;GK;Chile;70;72;1400000;5000;Right
G. Gianniotas;Giannis Gianniotas;4/29/1993;25;175.26;72.1;LM;Greece;70;73;2200000;1000;Right
J. Villafaña;Jorge Antonio Flores Villafaña;9/16/1989;29;175.26;68;LB;United States;70;70;1400000;5000;Left
T. Bruns;Thomas Bruns;1/7/1992;27;152.4;72.1;CM;Netherlands;70;71;2100000;8000;Right
F. Haugen;Fredrik Haugen;6/13/1992;26;182.88;76.2;CM;Norway;70;73;2200000;4000;Right
A. Weber;Anthony Weber;6/11/1987;31;190.5;82.1;CB;France;70;70;1200000;4000;Right
E. Rexhbeçaj;Elvis Rexhbeçaj;11/1/1997;21;182.88;73;CM,LB;Kosovo;70;81;3000000;16000;Left
S. Gakpé;Serge Gakpé;5/7/1987;31;152.4;78.9;RM,LM,ST;Togo;70;70;1600000;9000;Right
F. Klein;Florian Klein;11/17/1986;32;182.88;72.1;RB,RM;Austria;70;70;1200000;9000;Right
C. Forsyth;Craig Forsyth;2/24/1989;30;187.96;83;LB;Scotland;70;70;1300000;22000;Left
Lee Seung Gi;이승기 李胜基;6/2/1988;30;152.4;67.1;CM,RM;Korea Republic;70;70;1600000;7000;Right
G. Gardner;Gary Gardner;6/29/1992;26;185.42;82.1;CM;England;70;70;1900000;11000;Right
J. Gol;Janusz Gol;11/11/1985;33;182.88;77.1;CDM;Poland;70;70;1000000;4000;Right
N. Gorosito;Nicolás Ezequiel Gorosito;8/17/1988;30;185.42;78.9;CB;Argentina;70;70;1400000;5000;Right
Lee Seung Woo;이승우 李昇佑;1/6/1998;21;172.72;63;LW,RW;Korea Republic;70;76;2500000;3000;Right
Alam Basteirinho;Marcos Alam Bastos Domingues;2/29/1992;27;182.88;73.9;CAM;Brazil;70;70;1900000;10000;Left
H. Henao;Hárrison Steve Henao Hurtado;2/19/1987;32;154.94;68.9;CDM;Colombia;70;70;1200000;2000;Right
A. Bouzat;Agustín Bouzat;3/28/1994;24;170.18;72.1;RW,CAM;Argentina;70;76;2400000;8000;Left
B. Garnica;Brayan Garnica;5/27/1996;22;167.64;55.8;RM;Mexico;70;76;2400000;10000;Right
M. Romero;Maximiliano Romero;1/9/1999;20;152.4;72.1;ST;Argentina;70;83;3400000;5000;Right
A. Bobichon;Antonin Bobichon;9/14/1995;23;154.94;69.9;CM,LM,RM;France;70;76;2400000;9000;Right
J. Domínguez;Juan Guillermo Domínguez Cabezas;12/17/1986;32;172.72;69.9;CDM,LB;Colombia;70;70;1200000;3000;Left
C. Insaurralde;Cristian Insaurralde;7/20/1991;27;182.88;72.1;LW,ST;Argentina;70;70;1900000;11000;Right
Iván Sánchez;Iván Sánchez Aguayo;9/23/1992;26;175.26;64;RM,LM;Spain;70;71;2100000;4000;Left
Moon Seon Min;문선민 蒙善民;6/9/1992;26;172.72;68;LW,LM,ST;Korea Republic;70;70;1900000;7000;Right
