Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket," Rocket",Status Mission
3924,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Nov 26, 1965",Cosmos-2I (63SM) | Cosmos 97,StatusRetired,,Success
3925,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Nov 23, 1965",Molniya | Cosmos 96,StatusRetired,,Partial Failure
3926,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Nov 16, 1965",Molniya | Venera 3,StatusRetired,,Success
3927,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Nov 12, 1965",Molniya | Venera 2,StatusRetired,,Success
3928,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Mon Nov 08, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4023,StatusRetired,,Success
3929,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Nov 04, 1965",Cosmos-2I (63SM) | Cosmos 95,StatusRetired,,Success
3930,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Nov 02, 1965",Proton | Proton-2,StatusRetired,,Success
3931,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Oct 28, 1965",Voskhod | Cosmos 94,StatusRetired,,Success
3932,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Mon Oct 25, 1965",Atlas-SLV3 Agena-D | GATV 5002,StatusRetired,,Failure
3933,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Oct 19, 1965",Cosmos-2I (63SM) | Cosmos 93,StatusRetired,,Success
3934,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 16, 1965",Voskhod | Cosmos 92,StatusRetired,,Success
3935,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1965",Titan IIIC | LCS-2 & OV2-1,StatusRetired,,Failure
3936,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 14, 1965",Molniya | Molniya-1 n†­4,StatusRetired,,Success
3937,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Tue Oct 05, 1965",Atlas-D OV1 | OV1-2,StatusRetired,,Success
3938,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 04, 1965",Molniya-M /Block L | Luna 7,StatusRetired,,Success
3939,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Thu Sep 30, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4022,StatusRetired,,Success
3940,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 23, 1965",Voskhod | Cosmos 91,StatusRetired,,Success
3941,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sat Sep 18, 1965",Cosmos-1 (65S3) | Cosmos 86 to 90,StatusRetired,,Success
3942,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 09, 1965",Voskhod | Cosmos 85,StatusRetired,,Success
3943,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Sep 03, 1965",Cosmos-1 (65S3) | Cosmos 80 to 84,StatusRetired,,Success
3944,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Aug 25, 1965",Voskhod | Cosmos 79,StatusRetired,,Success
3945,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Sat Aug 21, 1965",Titan II GLV | Gemini V,StatusRetired,,Success
3946,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 14, 1965",Vostok-2 | Cosmos 78,StatusRetired,,Success
3947,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Aug 11, 1965",Atlas-LV3C Centaur-D | Surveyor SD-2,StatusRetired,,Success
3948,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Tue Aug 03, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4021,StatusRetired,,Success
3949,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Aug 03, 1965",Voskhod | Cosmos 77,StatusRetired,,Success
3950,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Fri Jul 30, 1965",Saturn I | A-105,StatusRetired,,Success
3951,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 23, 1965",Cosmos-2I (63S1) | Cosmos 76,StatusRetired,,Success
3952,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Jul 20, 1965",Atlas-LV3 Agena-D | Vela 3A/3B,StatusRetired,,Success
3953,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jul 18, 1965",Molniya | Zond 3,StatusRetired,,Success
3954,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Fri Jul 16, 1965",Proton | Proton-1,StatusRetired,,Success
3955,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Jul 16, 1965",Cosmos-1 (65S3) | Cosmos 71 to 75,StatusRetired,,Success
3956,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 13, 1965",Vostok-2 | Zenit-2 n†­28,StatusRetired,,Failure
3957,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Mon Jul 12, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4020,StatusRetired,,Failure
3958,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 02, 1965",Cosmos-2I (63S1) | Cosmos 70,StatusRetired,,Success
3959,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Jun 25, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4019,StatusRetired,,Success
3960,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 25, 1965",Voskhod | Cosmos 69,StatusRetired,,Success
3961,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 18, 1965",Titan IIIC | Transtage 5,StatusRetired,,Success
3962,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 15, 1965",Vostok-2 | Cosmos 68,StatusRetired,,Success
3963,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jun 08, 1965",Molniya | Luna 6,StatusRetired,,Success
3964,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Thu Jun 03, 1965",Titan II GLV | Gemini IV,StatusRetired,,Success
3965,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Fri May 28, 1965",Atlas-D OV1 | OV1-3,StatusRetired,,Failure
3966,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Thu May 27, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4018,StatusRetired,,Success
3967,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue May 25, 1965",Voskhod | Cosmos 67,StatusRetired,,Success
3968,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Tue May 25, 1965",Saturn I | A-104,StatusRetired,,Success
3969,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun May 09, 1965",Molniya | Luna 5,StatusRetired,,Success
3970,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri May 07, 1965",Vostok-2 | Cosmos 66,StatusRetired,,Success
3971,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Thu May 06, 1965",Titan IIIA | LES 2 & LCS 1,StatusRetired,"63.23 ",Success
3972,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Wed Apr 28, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4017,StatusRetired,,Success
3973,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 23, 1965",Molniya | Molniya-1 n†­3,StatusRetired,,Success
3974,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 17, 1965",Voskhod | Cosmos 65,StatusRetired,,Success
3975,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Apr 10, 1965",Molniya | E-6 n†­8 (Luna),StatusRetired,,Failure
3976,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Sat Apr 03, 1965",Atlas-SLV3 Agena-D | SNAPSHOT,StatusRetired,,Success
3977,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 25, 1965",Vostok-2 | Cosmos 64,StatusRetired,,Success
3978,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Tue Mar 23, 1965",Titan II GLV | Gemini 3,StatusRetired,,Success
3979,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Mar 21, 1965",Atlas-LV3 Agena-B | Ranger 9,StatusRetired,,Success
3980,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 18, 1965",Voskhod | Voskhod 2,StatusRetired,,Success
3981,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Mon Mar 15, 1965","Cosmos-1 (65S3) | Cosmos 61, 62 & 63",StatusRetired,,Success
3982,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Mar 12, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4016,StatusRetired,,Success
3983,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 12, 1965",Molniya | Cosmos 60,StatusRetired,,Success
3984,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Mar 07, 1965",Voskhod | Cosmos 59,StatusRetired,,Success
3985,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Mar 02, 1965",Atlas-LV3C Centaur-C | Surveyor-SD 1,StatusRetired,,Failure
3986,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Feb 26, 1965",Vostok-2M | Cosmos 58,StatusRetired,,Success
3987,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Feb 22, 1965",Voskhod | Cosmos 57,StatusRetired,,Success
3988,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sun Feb 21, 1965","Cosmos-1 (65S3) | Cosmos 54, 55 & 56",StatusRetired,,Success
3989,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sat Feb 20, 1965",Cosmos-2I (63S1) | DS-A1 #6,StatusRetired,,Failure
3990,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Wed Feb 17, 1965",Atlas-LV3 Agena-B | Ranger 8,StatusRetired,,Success
3991,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Tue Feb 16, 1965",Saturn I | A-103,StatusRetired,,Success
3992,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Feb 12, 1965",Cosmos-2I (63S1) | DS-P1 You #2,StatusRetired,,Failure
3993,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Thu Feb 11, 1965",Titan IIIA | LES 1,StatusRetired,"63.23 ",Success
3994,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sat Jan 30, 1965",Cosmos-2I (63S1) | Cosmos 53,StatusRetired,,Success
3995,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Sat Jan 23, 1965",Atlas-SLV3 Agena-D | KH-7 Gambit 4015,StatusRetired,,Success
3996,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Thu Jan 21, 1965",Atlas-D OV1 | OV1-1,StatusRetired,,Failure
3997,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Tue Jan 19, 1965",Titan II GLV | Gemini 2,StatusRetired,,Success
3998,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jan 11, 1965",Vostok-2 | Cosmos 52,StatusRetired,,Success
3999,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Dec 11, 1964",Atlas-LV3C Centaur-C | Surveyor-Model 1,StatusRetired,,Partial Failure
4000,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Thu Dec 10, 1964",Titan IIIA | Transtage 2,StatusRetired,"63.23 ",Success
4001,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Dec 09, 1964",Cosmos-2I (63S1) | Cosmos 51,StatusRetired,,Success
4002,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Dec 04, 1964",Atlas-SLV3 Agena-D | KH-7 Gambit 4014,StatusRetired,,Success
4003,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Tue Dec 01, 1964",Cosmos-2I (63S1) | DS-2 #2,StatusRetired,,Failure
4004,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 30, 1964",Molniya | Zond 2,StatusRetired,,Success
4005,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sat Nov 28, 1964",Atlas-LV3 Agena-D | Mariner 4,StatusRetired,,Success
4006,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Thu Nov 05, 1964",Atlas-LV3 Agena-D | Mariner 3,StatusRetired,,Failure
4007,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 28, 1964",Vostok-2 | Cosmos 50,StatusRetired,,Success
4008,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Oct 24, 1964",Cosmos-2I (63S1) | Cosmos 49,StatusRetired,,Success
4009,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Fri Oct 23, 1964","Cosmos-1 (65S3) | Strela-1 #4, 5, 6",StatusRetired,,Failure
4010,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 23, 1964",Atlas-LV3 Agena-D | KH-7 Gambit 4013,StatusRetired,,Success
4011,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 14, 1964",Vostok-2 | Cosmos 48,StatusRetired,,Success
4012,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 12, 1964",Voskhod | Voskhod 1,StatusRetired,,Success
4013,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Thu Oct 08, 1964",Atlas-SLV3 Agena-D | KH-7 Gambit 4012,StatusRetired,,Failure
4014,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Oct 06, 1964",Voskhod | Cosmos 47,StatusRetired,,Success
4015,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 24, 1964",Vostok-2 | Cosmos 46,StatusRetired,,Success
4016,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Wed Sep 23, 1964",Atlas-SLV3 Agena-D | KH-7 Gambit 4011,StatusRetired,,Success
4017,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Fri Sep 18, 1964",Saturn I | A-102,StatusRetired,,Success
4018,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Sep 13, 1964",Voskhod | Cosmos 45,StatusRetired,,Success
4019,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sat Sep 05, 1964",Atlas-LV3 Agena-B | OGO 1,StatusRetired,,Success
4020,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA","Tue Sep 01, 1964",Titan IIIA | Transtage 1,StatusRetired,"63.23 ",Failure
4021,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 28, 1964",Vostok-2M | Cosmos 44,StatusRetired,,Success
4022,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Aug 22, 1964",Cosmos-2I (63S1) | Cosmos 42 & 43,StatusRetired,,Success
4023,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 22, 1964",Molniya | Cosmos 41,StatusRetired,,Success
4024,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Tue Aug 18, 1964","Cosmos-1 (65S3) | Cosmos 38, 39 & 40",StatusRetired,,Success
4025,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA","Fri Aug 14, 1964",Atlas-SLV3 Agena-D | KH-7 Gambit 4010,StatusRetired,,Success
4026,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 14, 1964",Vostok-2 | Cosmos 37,StatusRetired,,Success
4027,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Jul 30, 1964",Cosmos-2I (63S1) | Cosmos 36,StatusRetired,,Success
4028,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Tue Jul 28, 1964",Atlas-LV3 Agena-B | Ranger 7,StatusRetired,,Success
4029,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Fri Jul 17, 1964",Atlas-LV3 Agena-D | Vela 2A/2B,StatusRetired,,Success
4030,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 15, 1964",Vostok-2 | Cosmos 35,StatusRetired,,Success
4031,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 10, 1964",Vostok | Elektron 3 & 4,StatusRetired,,Success
4032,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Mon Jul 06, 1964",Atlas-LV3 Agena-D | KH-7 Gambit 4009,StatusRetired,,Success
4033,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 01, 1964",Voskhod | Cosmos 34,StatusRetired,,Success
4034,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Jun 30, 1964",Atlas-LV3C Centaur-C | AC-3 (Test Vehicle),StatusRetired,,Failure
4035,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 23, 1964",Vostok-2 | Cosmos 33,StatusRetired,,Success
4036,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 10, 1964",Vostok-2 | Cosmos 32,StatusRetired,,Success
4037,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Jun 06, 1964",Cosmos-2I (63S1) | Cosmos 31,StatusRetired,,Success
4038,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jun 04, 1964",Molniya | Molniya-1 n†­1,StatusRetired,,Failure
4039,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Thu May 28, 1964",Saturn I | A-101,StatusRetired,,Success
4040,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Tue May 19, 1964",Atlas-LV3 Agena-D | KH-7 Gambit 4008,StatusRetired,,Success
4041,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon May 18, 1964",Voskhod | Cosmos 30,StatusRetired,,Success
4042,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 25, 1964",Vostok-2 | Cosmos 29,StatusRetired,,Success
4043,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Thu Apr 23, 1964",Atlas-LV3 Agena-D | KH-7 Gambit 4007,StatusRetired,,Success
4044,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Apr 20, 1964",Molniya | E-6 n†­5 (Luna 5),StatusRetired,,Failure
4045,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 12, 1964",Poliot | Poliot-2,StatusRetired,,Success
4046,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Wed Apr 08, 1964",Titan II GLV | Gemini 1,StatusRetired,,Success
4047,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 04, 1964",Vostok-2 | Cosmos 28,StatusRetired,,Success
4048,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Apr 02, 1964",Molniya | Zond 1,StatusRetired,,Success
4049,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 27, 1964",Molniya | Cosmos 27,StatusRetired,,Partial Failure
4050,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Mar 21, 1964",Molniya | E-6 n†­6,StatusRetired,,Failure
4051,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Wed Mar 18, 1964",Cosmos-2I (63S1) | Cosmos 26,StatusRetired,,Success
4052,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Wed Mar 11, 1964",Atlas-LV3 Agena-D | KH-7 Gambit 4006,StatusRetired,,Success
4053,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Feb 27, 1964",Cosmos-2I (63S1) | Cosmos 25,StatusRetired,,Success
4054,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Tue Feb 25, 1964",Atlas-LV3 Agena-D | KH-7 Gambit 4005,StatusRetired,,Success
4055,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 19, 1964",Molniya | 3MV-1 n†­2 (Zond 1),StatusRetired,,Failure
4056,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Jan 30, 1964",Atlas-LV3 Agena-B | Ranger 6,StatusRetired,,Success
4057,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 30, 1964",Vostok | Elektron 1 & 2,StatusRetired,,Success
4058,NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Wed Jan 29, 1964",Saturn I | SA-5,StatusRetired,,Success
4059,NASA,"SLC-5, Vandenberg AFB, California, USA","Thu Dec 19, 1963",Scout X-4 | Explorer 19 (AD-A),StatusRetired,,Success
4060,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 19, 1963",Vostok-2 | Cosmos 24,StatusRetired,,Success
4061,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Wed Dec 18, 1963",Atlas-LV3 Agena-D | KH-7 Gambit 4004,StatusRetired,,Success
4062,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Fri Dec 13, 1963",Cosmos-2I (63S1) | Cosmos 23,StatusRetired,,Success
4063,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 28, 1963",Vostok-2 | Zenit-2 n†­14,StatusRetired,,Failure
4064,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Nov 27, 1963",Atlas-LV3C Centaur-B | AC-2 (Test Vehicle),StatusRetired,,Success
4065,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Nov 16, 1963",Voskhod | Cosmos 22,StatusRetired,,Success
4066,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 11, 1963",Molniya | Cosmos 21,StatusRetired,,Success
4067,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 01, 1963",Poliot | Poliot-1,StatusRetired,,Success
4068,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 25, 1963",Atlas-LV3 Agena-D | KH-7 Gambit 4003,StatusRetired,,Success
4069,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Oct 24, 1963",Cosmos-2I (63S1) | DS-A1 #4,StatusRetired,,Failure
4070,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 18, 1963",Vostok-2 | Cosmos 20,StatusRetired,,Success
4071,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Thu Oct 17, 1963",Atlas-LV3 Agena-D | Vela 1A/1B,StatusRetired,,Success
4072,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Sep 27, 1963",Scout X-2B | DSAP-1 F5 (Program 35),StatusRetired,,Failure
4073,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Sep 06, 1963",Atlas-LV3 Agena-D | KH-7 Gambit 4002,StatusRetired,,Success
4074,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Thu Aug 22, 1963",Cosmos-2I (63S1) | DS-A1 #3,StatusRetired,,Failure
4075,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Tue Aug 06, 1963",Cosmos-2I (63S1) | Cosmos 19,StatusRetired,,Success
4076,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Jul 19, 1963",Atlas-LV3 Agena-B | Midas 9,StatusRetired,,Success
4077,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA","Fri Jul 12, 1963",Atlas-LV3 Agena-D | KH-7 Gambit 4001,StatusRetired,,Success
4078,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 10, 1963",Vostok-2 | Zenit-2 n†­12,StatusRetired,,Failure
4079,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Jun 28, 1963",Scout X-4 | CRL-1 (GRS),StatusRetired,,Success
4080,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jun 16, 1963",Vostok | Vostok 6,StatusRetired,,Success
4081,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Sun Jun 16, 1963",Scout X-3 | Transit-5A 3,StatusRetired,,Success
4082,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 14, 1963",Vostok | Vostok 5,StatusRetired,,Success
4083,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Jun 12, 1963",Atlas-LV3 Agena-B | Midas 8,StatusRetired,,Failure
4084,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Jun 01, 1963",Cosmos-2I (63S1) | DS-MT #1,StatusRetired,,Failure
4085,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri May 24, 1963",Vostok-2 | Cosmos 18,StatusRetired,,Success
4086,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Wed May 22, 1963",Cosmos-2I (63S1) | Cosmos 17,StatusRetired,,Success
4087,NASA,"LC-14, Cape Canaveral AFS, Florida, USA","Wed May 15, 1963",Atlas-D Mercury | Faith 7 (MA-9),StatusRetired,,Success
4088,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Thu May 09, 1963",Atlas-LV3 Agena-B | Midas 7,StatusRetired,,Success
4089,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 28, 1963",Vostok-2 | Cosmos 16,StatusRetired,,Success
4090,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Apr 26, 1963",Scout X-2M | DSAP-1 F4 (Program 35),StatusRetired,,Failure
4091,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Apr 22, 1963",Vostok-2 | Cosmos 15,StatusRetired,,Success
4092,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Apr 13, 1963",Cosmos-2I (63S1) | Cosmos 14,StatusRetired,,Success
4093,RVSN USSR,"Mayak-2, Kapustin Yar, Russia","Sat Apr 06, 1963",Cosmos-2I (63S1) | DS-P1 #2,StatusRetired,,Failure
4094,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Fri Apr 05, 1963",Scout X-3 | Transit-5A 2,StatusRetired,,Failure
4095,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Apr 02, 1963",Molniya | Luna 4,StatusRetired,,Success
4096,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 21, 1963",Vostok-2 | Cosmos 13,StatusRetired,,Success
4097,US Air Force,"SLC-5, Vandenberg AFB, California, USA","Tue Feb 19, 1963",Scout X-3M | DSAP-1 F3 (Program 35),StatusRetired,,Success
